url,name,UserCount,PullRequests,description,created_at
https://api.github.com/repos/soundcloud/visor,visor,90,67,"Client to bazooka's application registry","2012-01-17 06:23:10"
https://api.github.com/repos/enthought/chaco,chaco,66,94,"Chaco is a Python package for building interactive and custom 2-D plots. ","2011-01-27 18:06:49"
https://api.github.com/repos/appendto/amplify,amplify,15,23,AmplifyJS,"2011-02-09 13:11:32"
https://api.github.com/repos/ooici/epu,epu,37,20,"CEI Elastic Processing Unit (EPU) Services and Agents","2011-03-07 13:00:06"
https://api.github.com/repos/yahoo/mojito-shaker,mojito-shaker,11,25,"Static asset rollup manager for Mojito applications.","2012-04-30 13:38:27"
https://api.github.com/repos/disqus/gargoyle,gargoyle,11,44,"Feature switches in Django","2010-12-16 09:30:40"
https://api.github.com/repos/msysgit/msysgit,msysgit,11,44,"The msysGit repository. Please post all patches to the msysGit mailing list.","2009-10-03 12:15:00"
https://api.github.com/repos/facebook/arcanist,arcanist,137,57,"Arcanist is the CLI to Differential, Facebook's code review tool. Currently an unstable preview release.","2011-01-05 10:29:25"
https://api.github.com/repos/SpringSource/spring-hateoas,spring-hateoas,75,29,"Spring HATEOAS - Library to support implementing representations for hyper-text driven REST web services.","2012-05-07 06:18:47"
https://api.github.com/repos/mapbox/carto,carto,19,43,"hyperspeed CSS-like map styling","2011-02-06 15:03:06"
https://api.github.com/repos/jasperla/openbsd-wip,openbsd-wip,14,23,"OpenBSD work in progress ports","2011-08-25 22:54:48"
https://api.github.com/repos/ff0000/rosy,rosy,25,74,"Prototype of a JavaScript framework with classical inheritance conventions","2011-04-13 11:48:07"
https://api.github.com/repos/basho/erlang_protobuffs,erlang_protobuffs,14,39,"An implementation of Google's Protocol Buffers for Erlang, based on ngerakines/erlang_protobuffs.","2010-04-19 07:52:41"
https://api.github.com/repos/zendesk/zendesk_api_client_rb,zendesk_api_client_rb,100,40,,"2011-12-15 10:28:23"
https://api.github.com/repos/Byzantium/Byzantium,Byzantium,10,25,"Configs and code for Project Byzantium.","2011-02-26 07:10:14"
https://api.github.com/repos/spree/spree_gateway,spree_gateway,13,62,"Community maintained collection of gateways for use in Spree","2011-12-19 09:39:29"
https://api.github.com/repos/triAGENS/ArangoDB-PHP,ArangoDB-PHP,10,83,"PHP ODM for ArangoDB","2012-03-14 09:54:34"
https://api.github.com/repos/hasgeek/hasjob,hasjob,11,22,"HasGeek Job Board","2011-04-21 00:29:49"
https://api.github.com/repos/zendframework/ZFTool,ZFTool,11,42,"Console tooling and providers","2012-07-13 05:04:10"
https://api.github.com/repos/nuxeo/nuxeo-social-collaboration,nuxeo-social-collaboration,22,20,"Nuxeo Social Collaboration provides a set of tools to build your social network on top of Nuxeo DM","2011-02-01 02:12:32"
https://api.github.com/repos/floodlight/oftest,oftest,34,69,"OpenFlow Switch Test Framework","2012-01-10 20:34:53"
https://api.github.com/repos/nodejitsu/haibu,haibu,20,41,"a node.js application server - spawn your own node.js clouds, on your own hardware","2011-04-25 11:10:30"
https://api.github.com/repos/SpringSource/spring-data-mongodb,spring-data-mongodb,75,66,"Provide support to increase developer productivity in Java when using MongoDB. Uses familiar Spring concepts such as a template classes for core API usage and lightweight repository style data access.","2011-10-12 16:06:55"
https://api.github.com/repos/ceylon/ceylon.language,ceylon.language,14,23,"Ceylon language module","2011-10-03 15:14:36"
https://api.github.com/repos/pyne/pyne,pyne,15,37,"PyNE: Python for Nuclear Engineering","2011-04-30 06:04:07"
https://api.github.com/repos/scj7t4/FREEDM,FREEDM,10,77,"FREEDM DGI Broker Software","2011-07-11 09:30:42"
https://api.github.com/repos/MG-RAST/matR,matR,12,50,,"2012-03-13 11:16:08"
https://api.github.com/repos/cucumber/cucumber-rails,cucumber-rails,29,94,"Rails Generators for Cucumber with special support for Capybara and DatabaseCleaner","2009-11-08 16:05:11"
https://api.github.com/repos/isotope11/xrono,xrono,14,21,"Xrono is an asset and time tracking application for consultants and consulting companies.","2011-01-03 07:42:47"
https://api.github.com/repos/ajaxorg/node-github,node-github,25,44,"node library to access the GitHub API","2010-06-09 08:07:03"
https://api.github.com/repos/aufdemrand/Denizen,Denizen,11,99,"Helpful citizens for bukkit","2012-03-03 16:33:07"
https://api.github.com/repos/powertac/server-main,server-main,10,22,"Top-level module of the Power TAC simulation server","2011-12-16 11:59:55"
https://api.github.com/repos/rhomobile/rhodes,rhodes,20,70,"The Rhodes framework is a platform for building locally executing, device-optimized mobile applications for all major smartphone devices.","2008-09-18 12:55:16"
https://api.github.com/repos/movabletype/movabletype,movabletype,14,22,"Movable Type","2010-12-29 06:31:02"
https://api.github.com/repos/puppetlabs/puppetlabs_spec_helper,puppetlabs_spec_helper,74,41,"A set of shared spec helpers specific to Puppetlabs projects","2011-12-22 14:35:46"
https://api.github.com/repos/ging/mailboxer,mailboxer,10,60,"A Rails gem to send messages inside an web application","2011-03-07 02:55:43"
https://api.github.com/repos/TheMuppets/proprietary_vendor_broadcom,proprietary_vendor_broadcom,13,22,,"2011-05-16 08:26:34"
https://api.github.com/repos/netzpirat/haml_coffee_assets,haml_coffee_assets,18,30,"Haml Coffee templates in the Rails asset pipeline or as Tilt engine.","2011-11-06 23:32:51"
https://api.github.com/repos/bioperl/bioperl-live,bioperl-live,28,61,"Core BioPerl 1.x code","2010-05-12 08:13:10"
https://api.github.com/repos/droolsjbpm/jbpm-designer,jbpm-designer,39,25,"Web-based BPMN2.0 Designer for jBPM","2012-07-16 06:25:17"
https://api.github.com/repos/ErshKUS/OpenStreetMap.ru,OpenStreetMap.ru,11,27,,"2011-06-24 07:01:49"
https://api.github.com/repos/flatiron/director,director,20,83,"A light-weight, Client AND Server side URL-Router for Node.js and Single Page Apps!","2010-04-23 15:22:38"
https://api.github.com/repos/dimagi/logistics,logistics,24,87,,"2011-02-06 17:21:48"
https://api.github.com/repos/qooxdoo/qooxdoo,qooxdoo,12,70,"qooxdoo - Universal JavaScript Framework","2010-03-05 01:01:27"
https://api.github.com/repos/paperlesspost/graphiti,graphiti,47,33,"An alternate JavaScript and Ruby front-end and graph storage application for the Graphite Real-time graphing engine.  ","2011-10-05 14:03:20"
https://api.github.com/repos/KDAB/GammaRay,GammaRay,26,40,"GammaRay is a tool to poke around in a Qt-application and also to manipulate the application to some extent.","2011-10-20 10:00:06"
https://api.github.com/repos/MediaPortal/MediaPortal-1,MediaPortal-1,53,32,"MediaPortal turns your HTPC into a very advanced media center, or Home Theater PC (HTPC)","2011-10-09 22:35:01"
https://api.github.com/repos/JaykeBird/BExplorer_Translations,BExplorer_Translations,17,39,"This repository is for those who want to offer translations for BetterExplorer.","2012-07-10 20:09:02"
https://api.github.com/repos/rack/rack-contrib,rack-contrib,14,47,"Contributed Rack Middleware and Utilities","2008-12-23 15:03:51"
https://api.github.com/repos/mailru/fest,fest,16,56,"javascript templates","2012-01-29 22:31:47"
https://api.github.com/repos/thoughtbot/factory_girl_rails,factory_girl_rails,74,40,"Factory Girl ♥ Rails","2010-05-24 11:27:03"
https://api.github.com/repos/EastPoint/Midori,Midori,13,24,"A set of Powershell modules designed to extend Psake with common functionality, but also useful for any build or continuous delivery system powered by PowerShell","2012-07-13 10:37:19"
https://api.github.com/repos/firegento/firegento-germansetup,firegento-germansetup,15,52,FireGento_GermanSetup,"2011-10-22 09:59:44"
https://api.github.com/repos/4teamwork/ftw.book,ftw.book,14,25,"Produce books with Plone and export them in a high quality PDF.","2011-12-05 01:12:44"
https://api.github.com/repos/4teamwork/izug.ticketbox,izug.ticketbox,14,21,"A tracker-like task management system.","2011-12-04 23:55:53"
https://api.github.com/repos/4teamwork/ftw.blog,ftw.blog,14,20,"A Blog for Plone","2011-11-30 05:06:53"
https://api.github.com/repos/hasgeek/hacknight,hacknight,11,77,"HasGeek Hacknights","2012-05-07 03:23:05"
https://api.github.com/repos/alphagov/business-support-finder,business-support-finder,50,39,,"2012-06-18 00:48:42"
https://api.github.com/repos/AKSW/OntoWiki,OntoWiki,17,24,"Semantic data wiki as well as Linked Data publishing engine","2011-09-23 13:37:42"
https://api.github.com/repos/opscode-cookbooks/apt,apt,26,62,"Development repository for Opscode Cookbook apt","2012-03-14 10:11:00"
https://api.github.com/repos/duckduckgo/zeroclickinfo-fathead,zeroclickinfo-fathead,22,51,"DuckDuckGo instant answer plugins based on keyword data files.","2011-07-04 14:42:33"
https://api.github.com/repos/AIFDR/inasafe,inasafe,17,21,"Risk in a Box - QGIS plugin","2012-01-09 01:34:29"
https://api.github.com/repos/4teamwork/ftw.upgrade,ftw.upgrade,13,20,"An upgrade control panel and upgrade helpers for plone upgrades.","2011-11-24 04:31:43"
https://api.github.com/repos/simpleweb/TeeZilla,TeeZilla,10,22,,"2011-07-28 07:23:58"
https://api.github.com/repos/alphagov/panopticon,panopticon,91,91,"The know-all app","2011-07-25 02:29:09"
https://api.github.com/repos/mysociety/fixmystreet,fixmystreet,24,73,"This is mySociety's much-copied problem reporting platform. We've been working to make it much easier to install in other countries, and we welcome questions about how it works.","2010-01-25 02:54:20"
https://api.github.com/repos/forward/capify-ec2,capify-ec2,63,29,"Grab capistrano roles from ec2 tags","2011-05-11 02:14:01"
https://api.github.com/repos/doo/SQLite3-WinRT,SQLite3-WinRT,16,57,"SQLite3 WinRT Component","2012-04-12 05:52:59"
https://api.github.com/repos/cucumber/aruba,aruba,29,64,"CLI Steps for Cucumber","2010-02-12 10:06:31"
https://api.github.com/repos/esl/ejabberd,ejabberd,39,74,"Robust and scalable Jabber / XMPP Instant Messaging platform","2011-09-08 23:19:18"
https://api.github.com/repos/alphagov/slimmer,slimmer,82,48,"Skinning rack middleware","2011-04-13 06:22:29"
https://api.github.com/repos/feedhenry/fh-fhc,fh-fhc,22,65,"FeedHenry CLI, the Command Line Interface to FeedHenry","2011-11-25 07:34:58"
https://api.github.com/repos/111minutes/DXDAL,DXDAL,14,30,DAL,"2012-03-01 01:29:50"
https://api.github.com/repos/seancribbs/webmachine-ruby,webmachine-ruby,14,80,"Webmachine, the HTTP toolkit (in Ruby)","2011-06-02 07:10:29"
https://api.github.com/repos/rackspace/php-cloudfiles,php-cloudfiles,11,35,"PHP language bindings for Cloud Files API","2009-06-26 12:05:48"
https://api.github.com/repos/eurucamp/2012.eurucamp.org,2012.eurucamp.org,15,28,"eurucamp 2012 website","2012-04-29 22:37:52"
https://api.github.com/repos/coffeescript-cookbook/coffeescript-cookbook.github.com,coffeescript-cookbook.github.com,29,82,"CoffeeScript Recipes, Examples and Tutorials","2011-05-07 12:16:05"
https://api.github.com/repos/basho/basho_bench,basho_bench,14,92,"A load-generation and testing tool for key-value stores","2010-06-09 04:47:28"
https://api.github.com/repos/humanmade/Custom-Meta-Boxes,Custom-Meta-Boxes,10,47,"Lets you easily create metaboxes with custom fields that will blow your mind.   ","2012-02-15 09:58:47"
https://api.github.com/repos/typekit/webfontloader,webfontloader,23,96,"WebFont Loader gives you added control when using linked fonts via @font-face.","2010-04-20 15:54:16"
https://api.github.com/repos/basho/erlang_js,erlang_js,14,35,"A linked-in driver for Erlang to Mozilla's Spidermonkey Javascript runtime.","2010-04-16 05:47:59"
https://api.github.com/repos/codeforamerica/opencounter,opencounter,71,26,"Set up shop in your city.","2012-06-12 13:19:16"
https://api.github.com/repos/111minutes/111-pod-specs,111-pod-specs,14,95,,"2012-03-05 07:32:23"
https://api.github.com/repos/jenkinsci/ec2-plugin,ec2-plugin,307,64,"Jenkins ec2 plugin","2010-12-14 11:35:53"
https://api.github.com/repos/tomahawk-player/tomahawk-resolvers,tomahawk-resolvers,18,42,"Resolver plugins for Tomahawk Player","2011-02-23 19:24:20"
https://api.github.com/repos/CPAN-API/cpan-api,cpan-api,13,83,"A free, open API for everything you want to know about CPAN","2010-10-29 19:43:00"
https://api.github.com/repos/guardian/pasteup,pasteup,11,21,"Shared front-end resources for Guardian projects","2012-03-06 02:21:30"
https://api.github.com/repos/entagen/jenkins-build-per-branch,jenkins-build-per-branch,11,29,,"2012-01-19 07:06:23"
https://api.github.com/repos/okfn/datawrangling,datawrangling,10,32,"Data wrangling handbook with howtos and patterns for data wrangling and extracting knowledge from data. Companion to the School of Data.","2011-07-20 03:14:38"
https://api.github.com/repos/JetBrains/intellij-scala,intellij-scala,17,29,"Scala plugin for IntelliJ IDEA","2011-11-11 05:34:07"
https://api.github.com/repos/ezsystems/ezoe,ezoe,17,39,,"2010-10-18 03:25:15"
https://api.github.com/repos/racker/dreadnot,dreadnot,136,41,"deploy without dread","2011-12-07 16:03:44"
https://api.github.com/repos/urbanairship/datacube,datacube,53,35,"Multidimensional data storage with rollups for numerical data","2012-03-07 16:55:05"
https://api.github.com/repos/mwana/mwana,mwana,12,31,"This is the Mwana MNCH RapidSMS project for deployment in Zambia and Malawi. It includes Results160, a tool for delivering DBS test results to health clinic workers, and RemindMi, a birth registration and appointment reminder system for community based ag","2010-04-08 04:24:18"
https://api.github.com/repos/symfony-cmf/RoutingExtraBundle,RoutingExtraBundle,32,60,"Integrate the CMF Routing component as a Symfony2 bundle: Have the chain router and the content router available in Symfony2","2012-05-03 18:25:52"
https://api.github.com/repos/hasgeek/lastuser,lastuser,10,21,"User management in each new app is a pain. This is the last time you should be doing it","2011-02-17 05:58:31"
https://api.github.com/repos/SpringSource/spring-data-neo4j,spring-data-neo4j,86,85,"Provides support to increase developer productivity in Java when using the neo4j graph database. Uses familiar Spring concepts such as a template classes for core API usage and provides an annotation based programming model using AspectJ","2011-09-27 12:02:43"
https://api.github.com/repos/jquery/api.jquerymobile.com,api.jquerymobile.com,31,59,,"2012-06-04 10:41:56"
https://api.github.com/repos/openwebwork/pg-dev,pg-dev,13,39,"Development version of PG","2012-06-09 05:08:50"
https://api.github.com/repos/travis-ci/travis-assets,travis-assets,39,25,,"2012-04-17 03:59:12"
https://api.github.com/repos/Pylons/substanced,substanced,14,59,"Zope2-like framework with Pyramid as a base","2012-04-01 20:25:31"
https://api.github.com/repos/FamilySearch/gedcomx,gedcomx,10,58,"The neXt GEnealogical Data COMmunications standard.","2011-04-27 09:56:16"
https://api.github.com/repos/mwaylabs/The-M-Project,The-M-Project,11,45,"'The-M-Project' is a Mobile HTML5 Application Framework.","2010-10-26 00:04:29"
https://api.github.com/repos/onyx-intl/booxsdk,booxsdk,13,24,"SDK for Onyx Boox","2010-08-06 05:15:20"
https://api.github.com/repos/droolsjbpm/droolsjbpm-build-bootstrap,droolsjbpm-build-bootstrap,37,41,"The build bootstrap contains the parent pom, guidelines and scripts for Drools and jBPM.","2011-02-18 04:12:01"
https://api.github.com/repos/openwebwork/webwork2-dev,webwork2-dev,13,95,"Development version of webwork2","2012-06-09 05:54:47"
https://api.github.com/repos/EOL/eol,eol,10,97,"Encyclopedia of Life","2010-10-05 08:23:09"
https://api.github.com/repos/droolsjbpm/drools-mas,drools-mas,37,27,"Drools Multi Agent System (experimental)","2012-01-05 10:12:28"
https://api.github.com/repos/materialsproject/pymatgen,pymatgen,28,28,"Python analysis library powering the Materials Project","2011-10-22 19:10:39"
https://api.github.com/repos/JetBrains/intellij-community,intellij-community,14,96,"IntelliJ IDEA Community Edition","2011-09-30 04:33:05"
https://api.github.com/repos/collective/collective.quickupload,collective.quickupload,256,22,,"2012-02-19 22:53:39"
https://api.github.com/repos/4teamwork/ftw.tabbedview,ftw.tabbedview,14,21,"A generic tabbed view for plone content types.","2011-11-29 06:27:42"
https://api.github.com/repos/KnpLabs/KnpGaufretteBundle,KnpGaufretteBundle,30,39,"Easily use Gaufrette in your Symfony projects.","2011-05-06 02:57:12"
https://api.github.com/repos/racker/node-cassandra-client,node-cassandra-client,129,40,"CQL client for Cassandra written in Node.js.","2011-04-07 07:37:11"
https://api.github.com/repos/alphagov/signonotron2,signonotron2,90,89,"Single sign-on service for GovUK","2012-04-04 04:23:55"
https://api.github.com/repos/openSUSE/obs-build,obs-build,12,69,"OBS build script, can be used with OBS or stand alone","2011-10-19 04:30:10"
https://api.github.com/repos/camptocamp/puppet-apache,puppet-apache,15,92,,"2008-12-03 07:34:48"
https://api.github.com/repos/openSUSE/software-o-o,software-o-o,28,20,"The site behind software.opensuse.org. It is the default web interface to download openSUSE distribution and to search for OBS packages.","2011-10-19 04:22:29"
https://api.github.com/repos/chb/smart_server,smart_server,10,24,"SMArt Bootstrap Server","2010-06-23 11:12:35"
https://api.github.com/repos/plone/buildout.coredev,buildout.coredev,235,39,"Plone development buildout","2011-09-24 17:10:31"
https://api.github.com/repos/alphagov/gds-api-adapters,gds-api-adapters,63,80,,"2011-12-02 05:13:57"
https://api.github.com/repos/appfog/af,af,14,30,,"2012-04-17 11:14:48"
https://api.github.com/repos/mopub/mopub-client,mopub-client,34,31,"Client SDK for MoPub","2011-02-28 09:18:01"
https://api.github.com/repos/ReadyTalk/avian,avian,12,52,"Avian is a lightweight virtual machine and class library designed to provide a useful subset of Java's features, suitable for building self-contained applications.","2012-05-04 09:18:55"
https://api.github.com/repos/travis-ci/travis-hub,travis-hub,39,21,"Collects build log streams, worker state reports and many other things [from Travis workers]","2011-11-08 13:51:49"
https://api.github.com/repos/travis-ci/travis-worker,travis-worker,41,48,"Travis Worker manages VMs and runs your tests. It is the key component of Travis. See also https://github.com/travis-ci/travis-cookbooks","2011-06-06 10:33:41"
https://api.github.com/repos/travis-ci/travis-api,travis-api,39,27,,"2012-07-18 03:55:46"
https://api.github.com/repos/twitter/effectivescala,effectivescala,240,27,"Twitter's Effective Scala Guide","2012-01-31 08:35:25"
https://api.github.com/repos/neo4j/spatial,spatial,28,37,"Neo4j Spatial is a library of utilities for Neo4j that faciliates the enabling of spatial operations on data. In particular you can add spatial indexes to already located data, and perform spatial operations on the data like searching for data within spec","2010-02-10 06:23:02"
https://api.github.com/repos/rightscale/rightimage,rightimage,45,20,,"2010-10-12 12:59:17"
https://api.github.com/repos/alphagov/router,router,54,23,""Operator, I'd like a smart answer please"","2011-11-10 02:07:12"
https://api.github.com/repos/plone/plone.app.portlets,plone.app.portlets,234,31,None,"2011-09-24 16:39:02"
https://api.github.com/repos/Shopify/batman-rails,batman-rails,98,23,"Easily use batman.js with Rails 3.1","2011-10-11 04:16:11"
https://api.github.com/repos/umbraco/Umbraco4Docs,Umbraco4Docs,12,93,"The official Umbraco 4 Documentation","2012-06-15 00:18:34"
https://api.github.com/repos/Shopify/shopify_app,shopify_app,97,39,"Adds a full Shopify API Application environment to your application","2008-10-09 06:10:52"
https://api.github.com/repos/esl/ejabberd_tests,ejabberd_tests,46,24,,"2012-01-13 04:56:34"
https://api.github.com/repos/heroku/databasedotcom,databasedotcom,13,63,"Ruby client for the Database.com and Chatter APIs","2011-08-10 13:48:59"
https://api.github.com/repos/cloudfoundry/vcap-services,vcap-services,14,30,"Cloud Foundry - the open platform as a service project","2011-04-11 18:02:21"
https://api.github.com/repos/datasift/datasift-java,datasift-java,21,37,"Java client to interface with DataSift","2011-06-07 01:42:41"
https://api.github.com/repos/cloudfoundry/vcap-java-client,vcap-java-client,13,69,"Cloud Foundry - the open platform as a service project","2011-09-21 14:22:33"
https://api.github.com/repos/agiliq/merchant,merchant,12,48,"A Django app to accept payments from various payment processors via Pluggable backends.","2010-09-29 02:30:58"
https://api.github.com/repos/infochimps-labs/ironfan-pantry,ironfan-pantry,10,31,"Battle-hardened Ironfan-ready big data chef cookbooks, laden with best practices and love from your friends at Infochimps","2012-02-10 18:25:46"
https://api.github.com/repos/imagecms/ImageCMS,ImageCMS,15,67,"Open source php CMS based on CodeIgniter","2010-01-14 02:08:18"
https://api.github.com/repos/BaseXdb/basex-api,basex-api,12,79,"BaseX API Implementations","2011-02-17 11:09:55"
https://api.github.com/repos/Pylons/pyramid_cookbook,pyramid_cookbook,14,85,"Pyramid cookbook recipes (documentation)","2010-12-25 20:21:21"
https://api.github.com/repos/garbagetown/playdocja,playdocja,13,66,"a project translates the play! framework's documents into Japanese.","2010-11-02 14:42:25"
https://api.github.com/repos/AnalyticalGraphicsInc/czml-writer,czml-writer,11,44,"A library for writing CZML content for use with Cesium","2012-05-02 06:16:00"
https://api.github.com/repos/dimagi/WBNigeria,WBNigeria,11,33,,"2012-03-19 12:08:42"
https://api.github.com/repos/mozilla/playdoh-lib,playdoh-lib,84,47,"All the library requirements for Mozilla's Web application base template.","2010-12-28 13:48:11"
https://api.github.com/repos/perl6/roast,roast,114,30,"Perl 6 test suite","2010-09-04 07:33:49"
https://api.github.com/repos/Obvious/asyncBuilder,asyncBuilder,20,35,"asynchronous dependency loading the cool way","2012-03-29 14:01:34"
https://api.github.com/repos/wordnik/swagger-codegen,swagger-codegen,24,44,"swagger-codegen contains a template-driven engine to generate client code in different languages by parsing your Swagger Resource Declaration.","2011-07-06 05:26:48"
https://api.github.com/repos/splunk/splunk-sdk-python,splunk-sdk-python,55,34,"Splunk Software Development Kit for Python (Beta Release)","2011-03-20 15:20:06"
https://api.github.com/repos/Kunstmaan/KunstmaanAdminNodeBundle,KunstmaanAdminNodeBundle,16,88,"The KunstmaanAdminNodeBundle for Symfony 2 is part of the bundles we use to build custom and flexible applications at Kunstmaan. You have to install this bundle in order to work with nodes and pagetypes.","2012-01-11 05:53:59"
https://api.github.com/repos/rightscale/right_support,right_support,87,95,"Foundation code shared across RightScale projects","2011-03-11 08:57:12"
https://api.github.com/repos/egeniq/egeniq-ios,egeniq-ios,14,58,"Egeniq iOS library","2011-07-24 03:26:54"
https://api.github.com/repos/Unact/Renew,Renew,21,22,renew.unact.ru,"2012-03-22 04:25:21"
https://api.github.com/repos/Kunstmaan/KunstmaanSandbox,KunstmaanSandbox,16,66,"The Kunstmaan sandbox is an example project to demonstrate what the Kunstmaan bundles are able to achieve when using a combination of the Kunstmaan bundles.","2011-11-01 00:38:34"
https://api.github.com/repos/powertac/household-customer,household-customer,10,58,"Bottom-up household customer model","2011-10-18 08:29:21"
https://api.github.com/repos/rcbops/jenkins-build,jenkins-build,11,34,"Jenkins build scripts","2011-12-01 13:21:42"
https://api.github.com/repos/CakeDC/users,users,17,80,"Users Plugin for CakePHP","2010-08-26 15:49:05"
https://api.github.com/repos/pantheon-systems/drops-7,drops-7,13,32,"Pantheon Pressflow 7 for DROPs","2011-10-21 11:07:45"
https://api.github.com/repos/yast/yast-core,yast-core,27,49,"YaST module core","2012-05-18 01:23:03"
https://api.github.com/repos/plone/plone.app.layout,plone.app.layout,235,26,None,"2011-09-24 16:45:17"
https://api.github.com/repos/liip/LiipThemeBundle,LiipThemeBundle,47,45,"Provides theming support for #Symfony2 Bundles","2011-03-24 07:24:41"
https://api.github.com/repos/rhomobile/rhomobile-docs,rhomobile-docs,33,50,"Documentation for Rhomobile projects, in the form of a sinatra app.","2011-01-27 15:44:33"
https://api.github.com/repos/mono/maccore,maccore,55,56,"MacCore contains the shared code between MonoTouch and MonoMac","2010-07-22 06:58:25"
https://api.github.com/repos/hasgeek/hasgeek.tv,hasgeek.tv,11,63,HasGeek.tv,"2011-12-08 09:09:18"
https://api.github.com/repos/solgenomics/sgn,sgn,18,28,"The code behind the Sol Genomics Network main website","2010-05-03 04:50:53"
https://api.github.com/repos/FreeRDP/xrdp,xrdp,15,50,"xrdp: an open source RDP server","2011-04-25 05:31:17"
https://api.github.com/repos/stackmob/StackMob_iOS,StackMob_iOS,24,36,"StackMob's SDK for accessing the StackMob Services on iOS","2011-01-17 15:55:06"
https://api.github.com/repos/jenkinsci/cvs-plugin,cvs-plugin,313,25,"Jenkins cvs plugin","2010-12-12 20:31:35"
https://api.github.com/repos/splunk/splunk-sdk-java,splunk-sdk-java,58,45,"Splunk Software Development Kit for Java (Preview Release)","2011-05-20 07:36:20"
https://api.github.com/repos/CloudifySource/cloudifysource.github.com,cloudifysource.github.com,12,28,"The CloudifySource Web Site ","2012-01-26 00:46:06"
https://api.github.com/repos/opscode/omnibus-ruby,omnibus-ruby,46,74,,"2012-02-14 12:15:35"
https://api.github.com/repos/ella/ella,ella,11,47,"Ella is a CMS based on Python web framework Django with a main focus on high-traffic news websites and Internet magazines.","2009-02-19 01:14:11"
https://api.github.com/repos/mozilla/BrowserID-Tests,BrowserID-Tests,23,40,"UI Tests for BrowserID using WebDriver","2011-12-08 07:36:07"
https://api.github.com/repos/fiji/fiji,fiji,11,34,"Fiji Is Just ImageJ","2011-04-13 13:39:25"
https://api.github.com/repos/mozilla/browserid-bigtent,browserid-bigtent,23,45,"A ProxyIdP service for bridging major IdPs who lack support for the BrowserID protocol.","2012-04-03 08:46:47"
https://api.github.com/repos/opscode/omnibus-software,omnibus-software,46,78,"Open Source Software for use in Omnibus built packages","2012-04-16 12:48:51"
https://api.github.com/repos/ooici/ion-ux,ion-ux,41,29,,"2011-11-10 14:51:32"
https://api.github.com/repos/rightscale/right_api_client,right_api_client,64,23,,"2010-10-25 10:52:45"
https://api.github.com/repos/cloudmine/cloudmine-ios,cloudmine-ios,10,31,"CloudMine iOS SDK","2011-10-30 10:09:19"
https://api.github.com/repos/codeforamerica/honolulu_answers,honolulu_answers,75,33,"Easy answers to citizens questions","2012-04-13 08:09:56"
https://api.github.com/repos/iron-io/iron_worker_examples,iron_worker_examples,15,64,"Example Worker Library for use with IronWorker, feel free to contribute!","2011-12-05 20:24:16"
https://api.github.com/repos/moovweb/gokogiri,gokogiri,19,20,"A light libxml wrapper for Go","2011-07-14 02:10:24"
https://api.github.com/repos/jquery/api.jqueryui.com,api.jqueryui.com,14,50,"API documentation for jQuery UI","2012-05-25 00:53:20"
https://api.github.com/repos/exoplatform/docs-style,docs-style,10,67,"eXo Docs Style","2012-04-04 04:06:36"
https://api.github.com/repos/plone/plone.app.discussion,plone.app.discussion,231,31,None,"2011-09-24 16:38:25"
https://api.github.com/repos/mozilla/source-map,source-map,10,47,,"2011-07-07 13:07:39"
https://api.github.com/repos/liip/LiipFunctionalTestBundle,LiipFunctionalTestBundle,35,69,"Some helper classes for writing functional tests in Symfony2","2010-12-25 09:58:03"
https://api.github.com/repos/schwern/test-more,test-more,14,68,"Test::More, Test::Simple and Test::Builder Perl modules for writing tests","2009-01-29 18:56:26"
https://api.github.com/repos/ceylon/ceylon-sdk,ceylon-sdk,13,36,"Standard platform modules belonging to the Ceylon SDK","2012-03-27 03:18:36"
https://api.github.com/repos/flowdock/oulu,oulu,11,35,"Flowdock IRC Gateway","2012-03-26 18:53:40"
https://api.github.com/repos/exoplatform/integration,integration,10,61,"eXo Integration","2012-04-04 04:24:52"
https://api.github.com/repos/Normation/ldap-inventory,ldap-inventory,11,23,,"2011-10-06 10:26:25"
https://api.github.com/repos/twitter/gizzard,gizzard,240,71,"A flexible sharding framework for creating eventually-consistent distributed datastores","2010-04-06 12:13:26"
https://api.github.com/repos/Kunstmaan/KunstmaanPagePartBundle,KunstmaanPagePartBundle,18,91,"The KunstmaanPagePartBundle forms the basis of our content management framework. A page built using a composition of blocks names pageparts. These pageparts allow you to fully separate the data from the presentation so non-technical webmasters can manage ","2011-11-24 04:32:18"
https://api.github.com/repos/path64/compiler,compiler,20,26,,"2010-12-14 10:45:46"
https://api.github.com/repos/i-MSCP/imscp,imscp,11,48,"Internet Multi-Server Control Panel 1.x.x","2011-07-21 10:19:08"
https://api.github.com/repos/moovweb/uranium,uranium,39,57,"JS library for Mobile Web","2011-04-01 13:01:59"
https://api.github.com/repos/gentoo-science/sci,sci,28,91,"Gentoo Science Overlay","2012-02-19 05:28:58"
https://api.github.com/repos/yui/yuicompressor,yuicompressor,14,55,"YUI Compressor","2008-12-05 10:13:24"
https://api.github.com/repos/wordnik/swagger.js,swagger.js,30,23,,"2012-02-15 15:08:43"
https://api.github.com/repos/ceph/ceph-cookbooks,ceph-cookbooks,30,59,"Chef cookbooks for Ceph","2011-09-13 15:02:17"
https://api.github.com/repos/thoughtbot/bourne,bourne,66,22,"Adds test spies to mocha.","2010-06-08 18:07:07"
