Repo,StartPeriod,MidPeriod,EndPeriod,PrePeriodAvgChurn,PostPeriodAvgChurn,PrePeriodAvgCommits,PostPeriodAvgCommits,PrePeriodCommitters,PostPeriodCommitters,DailyChurn,DailyCommits
https://github.com/obsproject/obs-studio,2015-04-03,2015-05-16,2015-06-04,254.34190913346927,44.10164824672597,10.019318420302099,2.671239976939459,15.0,16.0,"[-2, 0, 0, 0, 0, 7, 0, 0, 233, 0, 0, 0, 0, 3]","[4, 0, 2, 0, 0, 2, 0, 0, 13, 2, 0, 0, 1, 1]"
https://github.com/obsproject/obs-studio,2016-02-25,2016-04-13,2016-05-20,121.81674980309793,459.4067429056577,8.527172486216855,16.760668562972675,11.0,12.0,"[-9, 90, 17, 0, 0, 40, 13834, 215, 23, 16, 2060, 74, 4, 5]","[5, 11, 2, 0, 0, 1, 87, 13, 5, 12, 275, 36, 1, 4]"
https://github.com/obsproject/obs-studio,2016-04-13,2016-05-20,2016-06-16,459.4067429056577,74.09995826670257,16.760668562972675,2.3156236958344554,12.0,13.0,"[33, 0, 0, 27, 0, 31, 536, 13, 0, 0, 1, 0, 0, 0]","[4, 0, 0, 6, 0, 7, 14, 2, 0, 0, 2, 0, 0, 0]"
https://github.com/obsproject/obs-studio,2016-05-20,2016-06-16,2016-07-07,74.09995826670257,188.48530594235262,2.3156236958344554,18.093815303500996,13.0,14.0,"[0, 0, 0, -24, 0, 298, 0, 40, 0, 0, 28, 124, 591, 120]","[0, 0, 0, 4, 0, 27, 0, 5, 0, 0, 7, 19, 24, 6]"
https://github.com/obsproject/obs-studio,2016-11-28,2017-02-01,2017-03-24,333.3458250932331,743.7741110821171,9.112274867257204,12.167239482011428,19.0,20.0,"[15, 0, 0, 1, 1545, 8, 9, 0, 0, 0, 0, 0, 0, 23]","[4, 0, 0, 1, 39, 4, 4, 0, 0, 0, 0, 0, 0, 4]"
https://github.com/obsproject/obs-studio,2017-03-24,2017-04-09,2017-05-03,117.95967633237267,30.500777619481756,5.037656726340929,4.270914699689651,19.0,20.0,"[2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://github.com/obsproject/obs-studio,2017-09-13,2017-10-26,2017-11-12,52.06832995695793,0.7179563173992918,4.921304480996469,1.01710478298233,22.0,23.0,"[2, 0, 0, -12, 0, 0, 0, 4, 0, 0, 0, 15, 0, 0]","[6, 3, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0]"
https://github.com/obsproject/obs-studio,2017-11-12,2017-11-30,2017-12-21,814.9479638407956,57.222156476386424,8.293917937177856,4.630959778938324,22.0,23.0,"[121, 643, 383, 8, 0, 84, 1, 1, 0, 4, 0, 0, 0, -3]","[17, 11, 17, 8, 0, 20, 14, 1, 0, 2, 0, 0, 1, 2]"
https://github.com/obsproject/obs-studio,2018-01-31,2018-02-15,2018-03-17,5.2064986647363,130.16472085414048,1.8453412988938782,6.434125694394625,26.0,27.0,"[13, 0, 0, 0, 48, 0, -1, 0, 0, 3, 45, 40, 0, 0]","[4, 0, 0, 0, 6, 1, 1, 0, 0, 1, 5, 7, 3, 1]"
https://github.com/obsproject/obs-studio,2018-07-25,2018-08-08,2018-08-24,183.27966968445776,268.1772474943015,5.988621425859941,16.898496035597823,28.0,29.0,"[33, 117, 0, 3, 56, 0, 12, 20, 108, 3898, 2, 4, 0, 0]","[4, 12, 4, 1, 6, 0, 8, 6, 15, 199, 2, 6, 0, 0]"
https://github.com/obsproject/obs-studio,2019-05-03,2019-05-24,2019-07-05,65.2370677673085,66.82073114856074,5.718536795872064,22.610690648107582,26.0,27.0,"[2, 0, 0, -5, 0, 81, 57, 25, 0, 0, 7, 0, 0, 0]","[2, 0, 0, 1, 0, 7, 10, 6, 0, 2, 1, 0, 0, 0]"
https://github.com/obsproject/obs-studio,2019-10-07,2019-10-25,2019-11-16,42.00741387323863,29.92974374295269,9.685647240202691,2.31296319497316,34.0,35.0,"[1, 36, 7, 4, 210, 0, 0, 0, 59, 0, 1, 7, 93, 0]","[1, 1, 1, 1, 11, 0, 0, 0, 8, 0, 1, 3, 6, 0]"
https://github.com/obsproject/obs-studio,2020-10-10,2020-11-12,2020-12-18,302.4303317224191,92.49538129748393,9.43062324725823,18.851492892199627,18.0,19.0,"[94, 1385, 19, -4, 1, -1465, -4, 0, -16, 2, 10, 13, 2762, 254]","[20, 54, 9, 3, 1, 5, 1, 0, 5, 1, 3, 21, 302, 15]"
https://github.com/Leaflet/Leaflet,2011-10-14,2011-11-22,2012-01-06,2.8950179053841807,124.46623042543968,1.3699638302264425,7.287458791247766,5.0,6.0,"[7, 0, 0, 23, 0, 0, 0, 0, 0, 3, 102, 0, 0, 11]","[6, 0, 0, 1, 0, 0, 0, 0, 0, 2, 6, 0, 0, 4]"
https://github.com/Leaflet/Leaflet,2017-06-27,2017-10-02,2017-10-20,252.64563480116533,1.625230510174231,1.7704958110251154,2.353782118183369,7.0,8.0,"[3, 14, 0, 0, 0, 0, 0, 11, -1, 0, 0, 0, 0, 10]","[5, 7, 15, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 3]"
https://github.com/Leaflet/Leaflet,2018-05-04,2018-11-07,2018-11-28,262.2967853406755,1.870033348262078,0.651934558654628,0.3356470112265268,7.0,8.0,"[9, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 9, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]"
https://github.com/runelite/runelite,2017-07-17,2017-09-15,2017-10-31,116.80205192625743,-59.953380569342464,9.492686901371613,9.110455121302499,7.0,8.0,"[29, 485, 901, 31, 0, 0, 6, 6, 0, 414, 0, 0, 0, -1480]","[2, 59, 37, 3, 0, 0, 1, 1, 0, 35, 0, 0, 0, 19]"
https://github.com/runelite/runelite,2017-12-02,2017-12-16,2018-01-11,61.84979823806508,134.2925313745702,12.7733278969917,19.657312563524044,10.0,11.0,"[-144, 187, 253, 3, 205, -23, 2, 986, 0, 0, 7, 0, 1594, -857]","[30, 59, 7, 5, 40, 11, 2, 34, 0, 0, 1, 0, 185, 11]"
https://github.com/runelite/runelite,2019-12-02,2019-12-17,2020-01-05,183.52134556632686,59.64811117964139,9.859427605452906,7.883010288058333,18.0,19.0,"[9, 5, 0, 0, 27, 0, 281, 0, 19, 0, 2, 75, 73, 85]","[3, 17, 24, 0, 2, 0, 17, 0, 2, 0, 1, 3, 7, 3]"
https://github.com/runelite/runelite,2021-06-12,2021-07-18,2021-08-08,194.06808954364345,67.92397321508834,12.882464188121943,8.849415775770344,10.0,11.0,"[68, 8, 180, 25, 8, 13, 0, -51, 1, 506, -14, 594, 0, 50]","[10, 6, 33, 3, 3, 3, 0, 1, 1, 51, 3, 5, 1, 7]"
https://github.com/cosmos/cosmos-sdk,2017-02-04,2017-03-14,2017-05-09,48.421013043677966,17.442091841004313,6.978165796173612,5.320105802066823,6.0,7.0,"[203, 0, 0, 0, 2, 0, 0, 0, 0, 12, 0, 0, 0, 0]","[47, 0, 1, 0, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0]"
https://github.com/cosmos/cosmos-sdk,2017-03-14,2017-05-09,2017-06-23,17.442091841004313,26.15001976859765,5.320105802066823,8.90260911917275,7.0,8.0,"[-1, 0, 0, 24, 58, 40, 0, 224, 0, 0, 0, 0, 814, 0]","[1, 0, 0, 15, 14, 29, 0, 34, 0, 0, 0, 0, 47, 0]"
https://github.com/cosmos/cosmos-sdk,2019-08-26,2019-09-30,2020-01-16,263.59652977438515,97.8718741921733,14.216057161321617,15.161034634472864,8.0,9.0,"[611, 14, 62, 13, 0, 0, 10, 0, -2, 1737, -5635, 0, 8, -12]","[20, 3, 4, 5, 0, 0, 3, 0, 1, 59, 62, 0, 2, 37]"
https://github.com/github/gemoji,2012-08-24,2012-09-29,2012-11-29,-28.16281167324038,1.714170075828218,0.5089664760224165,45.384693436213766,5.0,6.0,"[1, 3, 5, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 9, 1684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://github.com/github/gemoji,2012-09-29,2012-11-29,2013-01-03,1.714170075828218,0.6765294586883432,45.384693436213766,0.8456618233604292,6.0,7.0,"[23, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
https://github.com/leereilly/swot,2013-12-06,2014-04-01,2014-04-23,0.22433277626290793,0.2772416382285415,0.12942275553629304,0.7855179749808675,5.0,6.0,"[5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
